city,speciality,profile_url,name,degree,year_of_experience,location,dp_score,npv,consultation_fee,google_map_link,scraped_at
Bangalore,Urologist,https://www.practo.com/bangalore/doctor/dr-shyam-padmanabhan-dentist/recommended?practice_id=1235728&specialization=Doctor&referrer=doctor_listing&page_uid=305005b6-b2cc-4e36-a700-5ff85ed42e13,Dr. Shyam Padmanabhan,BDS,5,Bangalore,99,1,2001,"https://www.google.com/maps/search/Dr.+Shyam+Padmanabhan+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:40:56.769072
Bangalore,Urologist,https://www.practo.com/bangalore/doctor/dr-d-n-naveen-dentist?practice_id=1235728&specialization=Doctor&referrer=doctor_listing&page_uid=305005b6-b2cc-4e36-a700-5ff85ed42e13,Dr. D N Naveen,BDS,18,New Thippasandra,98,1,0,"http://www.google.com/maps/place/12.975938481932,77.654982741741",2025-08-18T00:40:59.220644
Bangalore,Urologist,https://www.practo.com/bangalore/doctor/dr-partha-sarathi-dutta-roy-dermatologist-cosmetologist-dermatologist?practice_id=899562&specialization=Doctor&referrer=doctor_listing&page_uid=305005b6-b2cc-4e36-a700-5ff85ed42e13,Dr. Parthasarathi Dutta Roy,MBBS,25,Indiranagar,88,1,0,"http://www.google.com/maps/place/12.978668751369,77.645484978269",2025-08-18T00:41:02.282386
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-raju-srinivas-dentist/recommended?practice_id=678050&specialization=Doctor&referrer=doctor_listing&page_uid=065ba4da-901a-45f7-b83b-9e5bd8a78d9c,Dr. Raju Srinivas,BDS,27,Bangalore,96,27,27,"https://www.google.com/maps/search/Dr.+Raju+Srinivas+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:41:20.416488
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-raghu-b-m-gastroenterologist?practice_id=637953&specialization=General%20Physician&referrer=doctor_listing&page_uid=5edcf068-c191-4c86-ab17-55b7165d6972,Dr. Raghu B M,MBBS,19,Yelahanka,,1,0,"http://www.google.com/maps/place/13.0964616,77.58970160000001",2025-08-18T00:41:23.350732
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-baswaraj-biradar-dentist?practice_id=734346&specialization=Doctor&referrer=doctor_listing&page_uid=b084f593-aa2b-4126-a49b-adb98d768499,Dr. Baswaraj Biradar,BDS,13,Sahakaranagar,99,1,0,"http://www.google.com/maps/place/13.061059832056454,77.58721668834707",2025-08-18T00:41:26.281014
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-vivekananda-reddy-dentist/recommended?practice_id=1370881&specialization=Doctor&referrer=doctor_listing&page_uid=b084f593-aa2b-4126-a49b-adb98d768499,Dr. Vivekananda Reddy,MDS,22,Bangalore,98,22,22,"https://www.google.com/maps/search/Dr.+Vivekananda+Reddy+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:41:29.279123
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-sunil-rao-dentist-1/recommended?practice_id=779552&specialization=Doctor&referrer=doctor_listing&page_uid=b084f593-aa2b-4126-a49b-adb98d768499,Dr. Sunil Rao,BDS,18,Bangalore,97,1,1,"https://www.google.com/maps/search/Dr.+Sunil+Rao+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:41:32.298229
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-harish-prasad-b-r-dermatologist-cosmetologist/recommended?practice_id=1133982&specialization=Doctor&referrer=doctor_listing&page_uid=b084f593-aa2b-4126-a49b-adb98d768499,Dr. Harish Prasad B.R,MD,1,Bangalore,95,1,1,"https://www.google.com/maps/search/Dr.+Harish+Prasad+B.R+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:41:35.511134
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-vivekananda-reddy-dentist?practice_id=1370881&specialization=Doctor&referrer=doctor_listing&page_uid=b084f593-aa2b-4126-a49b-adb98d768499,Dr. Vivekananda Reddy,MDS,22,Hoodi,98,1,0,"http://www.google.com/maps/place/12.991662834049,77.720235629977",2025-08-18T00:41:38.249777
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-baswaraj-biradar-dentist/recommended?practice_id=734346&specialization=Doctor&referrer=doctor_listing&page_uid=b084f593-aa2b-4126-a49b-adb98d768499,Dr. Baswaraj Biradar,BDS,13,Bangalore,99,1,1998,"https://www.google.com/maps/search/Dr.+Baswaraj+Biradar+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:41:41.429389
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-harish-prasad-b-r-dermatologist-cosmetologist?practice_id=1133982&specialization=Doctor&referrer=doctor_listing&page_uid=b084f593-aa2b-4126-a49b-adb98d768499,Dr. Harish Prasad B.R,MD,1,BTM Layout,95,1,0,"http://www.google.com/maps/place/12.91341,77.6067",2025-08-18T00:41:44.604636
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-rashmi-shetty-3-dentist?practice_id=745107&specialization=Doctor&referrer=doctor_listing&page_uid=b084f593-aa2b-4126-a49b-adb98d768499,Dr. Rashmi Shetty,BDS,3,Koramangala,99,1,0,"http://www.google.com/maps/place/12.92777,77.63721",2025-08-18T00:41:47.335086
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-rashmi-shetty-3-dentist/recommended?practice_id=745107&specialization=Doctor&referrer=doctor_listing&page_uid=b084f593-aa2b-4126-a49b-adb98d768499,Dr. Rashmi Shetty,BDS,3,Bangalore,99,1,3,"https://www.google.com/maps/search/Dr.+Rashmi+Shetty+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:41:50.447293
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-sanjay-kaul-dentist-1?practice_id=697572&specialization=Doctor&referrer=doctor_listing&page_uid=b084f593-aa2b-4126-a49b-adb98d768499,Dr. Sanjay Kaul,BDS,29,Koramangala,93,1,0,"http://www.google.com/maps/place/12.934589431275,77.630532051956",2025-08-18T00:41:53.376182
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-s-tamil-arasi-dentist/recommended?practice_id=1409516&specialization=Doctor&referrer=doctor_listing&page_uid=b084f593-aa2b-4126-a49b-adb98d768499,Dr. S Tamil Arasi,BDS,21,Bangalore,,2,21,"https://www.google.com/maps/search/Dr.+S+Tamil+Arasi+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:41:56.411025
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-aarti-talikoti-dentist/recommended?practice_id=654730&specialization=Doctor&referrer=doctor_listing&page_uid=b084f593-aa2b-4126-a49b-adb98d768499,Dr. Aarti Talikoti,BDS,10,Bangalore,97,1,2008,"https://www.google.com/maps/search/Dr.+Aarti+Talikoti+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:41:59.445618
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-sanjay-kaul-dentist-1/recommended?practice_id=697572&specialization=Doctor&referrer=doctor_listing&page_uid=b084f593-aa2b-4126-a49b-adb98d768499,Dr. Sanjay Kaul,BDS,29,Bangalore,93,1,1,"https://www.google.com/maps/search/Dr.+Sanjay+Kaul+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:42:02.509192
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-aarti-talikoti-dentist?practice_id=654730&specialization=Doctor&referrer=doctor_listing&page_uid=b084f593-aa2b-4126-a49b-adb98d768499,Dr. Aarti Talikoti,BDS,10,Jayanagar 9 Block,97,1,0,"http://www.google.com/maps/place/12.92061,77.59496",2025-08-18T00:42:05.513907
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-s-tamil-arasi-dentist?practice_id=1409516&specialization=Doctor&referrer=doctor_listing&page_uid=b084f593-aa2b-4126-a49b-adb98d768499,Dr. S Tamil Arasi,BDS,21,Whitefield,,2,0,"http://www.google.com/maps/place/12.9558534,77.7300762",2025-08-18T00:42:08.395055
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-sunil-rao-dentist-1?practice_id=779552&specialization=Doctor&referrer=doctor_listing&page_uid=b084f593-aa2b-4126-a49b-adb98d768499,Dr. Sunil Rao,BDS,18,Vijayanagar,97,1,0,"http://www.google.com/maps/place/12.964420269994,77.538014352322",2025-08-18T00:42:11.508193
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-ravishankar-reddy-c-r-diabetologist/recommended?practice_id=659126&specialization=General%20Physician&referrer=doctor_listing&page_uid=5edcf068-c191-4c86-ab17-55b7165d6972,Dr. Ravishankar Reddy C R,MBBS,22,Bangalore,87,22,22,"https://www.google.com/maps/search/Dr.+Ravishankar+Reddy+C+R+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:42:14.562199
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-shilpa-singi-general-physician/recommended?practice_id=2076082&specialization=General%20Physician&referrer=doctor_listing&page_uid=5edcf068-c191-4c86-ab17-55b7165d6972,Dr. Shilpa Singi,DNB,15,Bangalore,74,1,15,"https://www.google.com/maps/search/Dr.+Shilpa+Singi+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:42:17.550975
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-raghu-b-m-gastroenterologist/recommended?practice_id=637953&specialization=General%20Physician&referrer=doctor_listing&page_uid=5edcf068-c191-4c86-ab17-55b7165d6972,Dr. Raghu B M,MBBS,19,Bangalore,,1,19,"https://www.google.com/maps/search/Dr.+Raghu+B+M+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:42:20.625763
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-ravishankar-reddy-c-r-diabetologist?practice_id=659126&specialization=General%20Physician&referrer=doctor_listing&page_uid=5edcf068-c191-4c86-ab17-55b7165d6972,Dr. Ravishankar Reddy C R,MBBS,32,Koramangala 1 Block,87,22,0,"http://www.google.com/maps/place/12.92547,77.63599",2025-08-18T00:42:23.493653
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-srinath-a-endocrinologist-3-endocrinologist?practice_id=1312752&specialization=General%20Physician&referrer=doctor_listing&page_uid=5edcf068-c191-4c86-ab17-55b7165d6972,Dr. Srinath A,MBBS,32,Electronics City,82,1,0,"http://www.google.com/maps/place/12.854521,77.662519",2025-08-18T00:42:26.502390
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-harish-k-v-diabetologist/recommended?practice_id=940113&specialization=General%20Physician&referrer=doctor_listing&page_uid=5edcf068-c191-4c86-ab17-55b7165d6972,Dr. Harish K V,MBBS,22,Bangalore,86,1,22,"https://www.google.com/maps/search/Dr.+Harish+K+V+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:42:29.416065
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-srinath-a-endocrinologist-3-endocrinologist/recommended?practice_id=1312752&specialization=General%20Physician&referrer=doctor_listing&page_uid=5edcf068-c191-4c86-ab17-55b7165d6972,Dr. Srinath A,MBBS,32,Bangalore,82,1,3,"https://www.google.com/maps/search/Dr.+Srinath+A+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:42:32.599043
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-shilpa-singi-general-physician?practice_id=2076082&specialization=General%20Physician&referrer=doctor_listing&page_uid=5edcf068-c191-4c86-ab17-55b7165d6972,Dr. Shilpa Singi,DNB,15,Marathahalli,74,1,0,"http://www.google.com/maps/place/12.956102314138018,77.7112604",2025-08-18T00:42:35.814261
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-suresh-c-h-internal-medicine/recommended?practice_id=1131824&specialization=General%20Physician&referrer=doctor_listing&page_uid=5edcf068-c191-4c86-ab17-55b7165d6972,Dr. Suresh C H,MBBS,15,Bangalore,91,1,15,"https://www.google.com/maps/search/Dr.+Suresh+C+H+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:42:38.667058
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-harish-k-v-diabetologist?practice_id=940113&specialization=General%20Physician&referrer=doctor_listing&page_uid=5edcf068-c191-4c86-ab17-55b7165d6972,Dr. Harish K V,MBBS,22,Richmond Town,86,1,0,"http://www.google.com/maps/place/12.966053,77.609366",2025-08-18T00:42:41.403251
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-suresh-c-h-internal-medicine?practice_id=1131824&specialization=General%20Physician&referrer=doctor_listing&page_uid=5edcf068-c191-4c86-ab17-55b7165d6972,Dr. Suresh C H,MBBS,15,Hulimavu,91,1,0,"http://www.google.com/maps/place/12.881006584113532,77.61018991470337",2025-08-18T00:42:44.591728
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-vasanthakumar-r-s-general-practitioner/recommended?practice_id=1713746&specialization=General%20Physician&referrer=doctor_listing&page_uid=5edcf068-c191-4c86-ab17-55b7165d6972,Dr. Vasanthakumar R.S,MBBS,45,Bangalore,,1,45,"https://www.google.com/maps/search/Dr.+Vasanthakumar+R.S+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:42:47.575451
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-vinay-hosadurga-general-medicine/recommended?practice_id=1072492&specialization=General%20Physician&referrer=doctor_listing&page_uid=5edcf068-c191-4c86-ab17-55b7165d6972,Dr. Vinay Hosadurga,MBBS,18,Bangalore,,1,1,"https://www.google.com/maps/search/Dr.+Vinay+Hosadurga+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:42:50.693023
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-gaikwad-pandit-a/recommended?practice_id=1072417&specialization=General%20Physician&referrer=doctor_listing&page_uid=5edcf068-c191-4c86-ab17-55b7165d6972,Dr. Gaikwad Pandit.A,MBBS,23,Bangalore,72,1,23,"https://www.google.com/maps/search/Dr.+Gaikwad+Pandit.A+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:42:53.526806
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-gaikwad-pandit-a?practice_id=1072417&specialization=General%20Physician&referrer=doctor_listing&page_uid=5edcf068-c191-4c86-ab17-55b7165d6972,Dr. Gaikwad Pandit.A,MBBS,23,Sahakaranagar,72,1,0,"http://www.google.com/maps/place/13.058595664151527,77.58485242724419",2025-08-18T00:42:56.423958
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-earanna-general-physician?practice_id=1108669&specialization=General%20Physician&referrer=doctor_listing&page_uid=5edcf068-c191-4c86-ab17-55b7165d6972,Dr. Mahanthagouda Earanna,MBBS,17,Sarjapur Road,95,1,0,"http://www.google.com/maps/place/12.977088176803148,77.60396075209428",2025-08-18T00:42:59.713114
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-vinay-hosadurga-general-medicine?practice_id=1072492&specialization=General%20Physician&referrer=doctor_listing&page_uid=5edcf068-c191-4c86-ab17-55b7165d6972,Dr. Vinay Hosadurga,MBBS,18,Kumaraswamy Layout,,1,0,"http://www.google.com/maps/place/12.904012,77.560366",2025-08-18T00:43:02.502961
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-earanna-general-physician/recommended?practice_id=1108669&specialization=General%20Physician&referrer=doctor_listing&page_uid=5edcf068-c191-4c86-ab17-55b7165d6972,Dr. Mahanthagouda Earanna,MBBS,17,Bangalore,95,1,17,"https://www.google.com/maps/search/Dr.+Mahanthagouda+Earanna+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:43:05.584600
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-vasanthakumar-r-s-general-practitioner?practice_id=1713746&specialization=General%20Physician&referrer=doctor_listing&page_uid=5edcf068-c191-4c86-ab17-55b7165d6972,Dr. Vasanthakumar R.S,MBBS,45,Kasturi nagar,,1,0,"http://www.google.com/maps/place/13.010432635310373,77.65827119350433",2025-08-18T00:43:08.589084
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-sumanth-shetty-2-dentist?practice_id=745107&specialization=Doctor&referrer=doctor_listing&page_uid=065ba4da-901a-45f7-b83b-9e5bd8a78d9c,Dr. Sumanth Shetty,BDS,26,Koramangala,96,1,0,"http://www.google.com/maps/place/12.92777,77.63721",2025-08-18T00:43:11.630952
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-allu-venkateshwara-reddy-dentist?practice_id=1458328&specialization=Doctor&referrer=doctor_listing&page_uid=065ba4da-901a-45f7-b83b-9e5bd8a78d9c,Dr. Allu Venkateswara Reddy,BDS,1,Koramangala,100,1,0,"http://www.google.com/maps/place/12.92527322958,77.634380513427",2025-08-18T00:43:14.626044
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-d-n-naveen-dentist?practice_id=1235728&specialization=Doctor&referrer=doctor_listing&page_uid=065ba4da-901a-45f7-b83b-9e5bd8a78d9c,Dr. D N Naveen,BDS,18,New Thippasandra,98,1,0,"http://www.google.com/maps/place/12.975938481932,77.654982741741",2025-08-18T00:43:17.552443
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-sindhu-s-kumar-2-dentist?practice_id=1163292&specialization=Doctor&referrer=doctor_listing&page_uid=065ba4da-901a-45f7-b83b-9e5bd8a78d9c,Dr. Sindhu S Kumar,BDS,14,Jayanagar 4 Block,99,1,0,"http://www.google.com/maps/place/12.920642473657,77.590101342648",2025-08-18T00:43:20.727565
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-sumanth-shetty-2-dentist/recommended?practice_id=745107&specialization=Doctor&referrer=doctor_listing&page_uid=065ba4da-901a-45f7-b83b-9e5bd8a78d9c,Dr. Sumanth Shetty,BDS,26,Bangalore,96,2,2,"https://www.google.com/maps/search/Dr.+Sumanth+Shetty+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:43:23.627937
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-partha-sarathi-dutta-roy-dermatologist-cosmetologist-dermatologist?practice_id=899562&specialization=Doctor&referrer=doctor_listing&page_uid=065ba4da-901a-45f7-b83b-9e5bd8a78d9c,Dr. Parthasarathi Dutta Roy,MBBS,25,Indiranagar,88,1,0,"http://www.google.com/maps/place/12.978668751369,77.645484978269",2025-08-18T00:43:26.615219
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-k-a-mohan?practice_id=1138332&specialization=Doctor&referrer=doctor_listing&page_uid=065ba4da-901a-45f7-b83b-9e5bd8a78d9c,Dr. K A Mohan,BDS,47,Domlur,97,1,0,"http://www.google.com/maps/place/12.962608873427,77.64005580917",2025-08-18T00:43:29.543103
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-partha-sarathi-dutta-roy-dermatologist-cosmetologist-dermatologist/recommended?practice_id=899562&specialization=Doctor&referrer=doctor_listing&page_uid=065ba4da-901a-45f7-b83b-9e5bd8a78d9c,Dr. Parthasarathi Dutta Roy,MBBS,25,Bangalore,88,1,2016,"https://www.google.com/maps/search/Dr.+Parthasarathi+Dutta+Roy+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:43:32.683988
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-raju-srinivas-dentist?practice_id=678050&specialization=Doctor&referrer=doctor_listing&page_uid=065ba4da-901a-45f7-b83b-9e5bd8a78d9c,Dr. Raju Srinivas,BDS,27,Jayanagar,96,1,0,"http://www.google.com/maps/place/12.930807277863,77.592497311791",2025-08-18T00:43:35.609218
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-k-a-mohan/recommended?practice_id=1138332&specialization=Doctor&referrer=doctor_listing&page_uid=065ba4da-901a-45f7-b83b-9e5bd8a78d9c,Dr. K A Mohan,BDS,47,Bangalore,97,1,2,"https://www.google.com/maps/search/Dr.+K+A+Mohan+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:43:39.030850
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-shyam-padmanabhan-dentist?practice_id=1235728&specialization=Doctor&referrer=doctor_listing&page_uid=065ba4da-901a-45f7-b83b-9e5bd8a78d9c,Dr. Shyam Padmanabhan,BDS,2001,New Thippasandra,99,1,0,"http://www.google.com/maps/place/12.975938481932,77.654982741741",2025-08-18T00:43:41.606147
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-allu-venkateshwara-reddy-dentist/recommended?practice_id=1458328&specialization=Doctor&referrer=doctor_listing&page_uid=065ba4da-901a-45f7-b83b-9e5bd8a78d9c,Dr. Allu Venkateswara Reddy,BDS,19,Bangalore,100,1,1,"https://www.google.com/maps/search/Dr.+Allu+Venkateswara+Reddy+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:43:44.676052
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-shyam-padmanabhan-dentist/recommended?practice_id=1235728&specialization=Doctor&referrer=doctor_listing&page_uid=065ba4da-901a-45f7-b83b-9e5bd8a78d9c,Dr. Shyam Padmanabhan,BDS,5,Bangalore,99,1,2001,"https://www.google.com/maps/search/Dr.+Shyam+Padmanabhan+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:43:47.796526
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-sindhu-s-kumar-2-dentist/recommended?practice_id=1163292&specialization=Doctor&referrer=doctor_listing&page_uid=065ba4da-901a-45f7-b83b-9e5bd8a78d9c,Dr. Sindhu S Kumar,BDS,14,Bangalore,99,1,2,"https://www.google.com/maps/search/Dr.+Sindhu+S+Kumar+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:43:50.707574
Bangalore,ENT Specialist,https://www.practo.com/bangalore/doctor/dr-d-n-naveen-dentist/recommended?practice_id=1235728&specialization=Doctor&referrer=doctor_listing&page_uid=065ba4da-901a-45f7-b83b-9e5bd8a78d9c,Dr. D N Naveen,BDS,18,Bangalore,98,1,18,"https://www.google.com/maps/search/Dr.+D+N+Naveen+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:43:53.769538
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-kalaivani-cardiologist?practice_id=1322328&specialization=General%20Physician&referrer=doctor_listing&page_uid=0e595f28-1496-49b6-bfae-14d8429f863e,Dr. Kalaivani,MBBS,7,HSR Layout,83,1,0,"http://www.google.com/maps/place/12.9239618,77.5657913",2025-08-18T00:43:56.598696
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-pradeep-c-1-general-surgeon?practice_id=1425412&specialization=General%20Physician&referrer=doctor_listing&page_uid=0e595f28-1496-49b6-bfae-14d8429f863e,Dr. Pradeep C,MBBS,22,KR Puram,,2,0,"http://www.google.com/maps/place/13.0160183,77.7007569",2025-08-18T00:43:59.599911
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-nithin-prakash-cardiologist/recommended?practice_id=1359147&specialization=General%20Physician&referrer=doctor_listing&page_uid=0e595f28-1496-49b6-bfae-14d8429f863e,Dr. Nithin Prakash,MBBS,22,Bangalore,,1,1,"https://www.google.com/maps/search/Dr.+Nithin+Prakash+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:44:02.761292
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-raja-selvarajan-diabetologist?practice_id=1466123&specialization=General%20Physician&referrer=doctor_listing&page_uid=0e595f28-1496-49b6-bfae-14d8429f863e,Dr. Raja Selvarajan,MBBS,19,Hoodi,95,1,0,"http://www.google.com/maps/place/12.9912,77.7232",2025-08-18T00:44:05.758084
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-raja-selvarajan-diabetologist/recommended?practice_id=1466123&specialization=General%20Physician&referrer=doctor_listing&page_uid=0e595f28-1496-49b6-bfae-14d8429f863e,Dr. Raja Selvarajan,MBBS,19,Bangalore,95,1,2013,"https://www.google.com/maps/search/Dr.+Raja+Selvarajan+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:44:08.751785
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-kalaivani-cardiologist/recommended?practice_id=1322328&specialization=General%20Physician&referrer=doctor_listing&page_uid=0e595f28-1496-49b6-bfae-14d8429f863e,Dr. Kalaivani,MBBS,7,Bangalore,83,1,39,"https://www.google.com/maps/search/Dr.+Kalaivani+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:44:11.767209
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-dr-chikkalingaiah-general-medicine/recommended?practice_id=1072417&specialization=General%20Physician&referrer=doctor_listing&page_uid=0e595f28-1496-49b6-bfae-14d8429f863e,Dr. Chikkalingaiah,MD,23,Bangalore,77,1,1,"https://www.google.com/maps/search/Dr.+Chikkalingaiah+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:44:14.842063
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-anitha-m-dias-internal-medicine/recommended?practice_id=940113&specialization=General%20Physician&referrer=doctor_listing&page_uid=0e595f28-1496-49b6-bfae-14d8429f863e,Dr. Anitha M Dias,MBBS,33,Bangalore,,1,33,"https://www.google.com/maps/search/Dr.+Anitha+M+Dias+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:44:18.460858
Bangalore,General Physician,https://www.practo.com/bangalore/doctor/dr-m-sri-sai-prasad-general-physician-1/recommended?practice_id=1159397&specialization=General%20Physician&referrer=doctor_listing&page_uid=0e595f28-1496-49b6-bfae-14d8429f863e,Dr. M Sri Sai Prasad,MBBS,20,Bangalore,,1,1,"https://www.google.com/maps/search/Dr.+M+Sri+Sai+Prasad+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-18T00:44:20.813421
